A002 ,M0012,-0.30299291106,100.36842527575,
D003 ,M0012,-0.30299291106,100.36842527575,
C001 ,M0013,-0.30059178953,100.37165042866,Turun Disini
D003 ,M0013,-0.30062783695,100.37164050736,Turun Disini
A003 ,M0013,-0.30062783695,100.37164050736,Turun Disini
A001 ,M0013,-0.30062783695,100.37164050736,Turun Disini
A002 ,M0021,-0.31173020714,100.40055773087,Turun Disini
15   ,M0014,-0.31151347884,100.37160565186,
D003 ,M0014,-0.31130426963,100.37222524214,Turun Disini
19   ,M0014,-0.31130426963,100.37222524214,Turun Disini
C006 ,M0014,-0.31130426963,100.37222524214,Turun Disini
A002 ,M0014,-0.31130426963,100.37222524214,Turun Disini
A003 ,M0014,-0.31130426963,100.37222524214,Turun Disini
A001 ,M0014,-0.31130426963,100.37222524214,Turun Disini
A003 ,M0015,-0.31463283118,100.38644921769,Turun Disini
18   ,M0017,-0.31131324405,100.38005126620,
A004 ,M0019,-0.30351734705,100.37269347441,
B003 ,M0019,-0.30351734705,100.37269347441,
D002 ,M0019,-0.30351734705,100.37269347441,
A001 ,M0019,-0.30353284404,100.37307340083,
A003 ,M0019,-0.30353284404,100.37307340083,
A002 ,M0019,-0.30353284404,100.37307340083,
14   ,M0046,-0.30061077173,100.37166903604,Turun Disini
18   ,M0046,-0.30061077173,100.37166903604,Turun Disini
C001 ,M0046,-0.30061077173,100.37166903604,Turun Disini
D003 ,M0046,-0.30061077173,100.37166903604,Turun Disini
A001 ,M0046,-0.30061077173,100.37166903604,Turun Disini
15   ,M0020,-0.32394933316,100.37923516523,
D002 ,M0023,-0.28551642566,100.38468762901,
17   ,M0028,-0.29698713520,100.36799101515,
D003 ,M0026,-0.32455633659,100.38072318300,
C006 ,M0028,-0.29698713520,100.36799101515,
A001 ,M0045,-0.30469746683,100.37255503394,
A002 ,M0045,-0.30469746683,100.37255503394,
A003 ,M0045,-0.30469746683,100.37255503394,
18   ,M0045,-0.30479839449,100.37203924739,
A001 ,M0018,-0.30061254497,100.37366780431,
A002 ,M0018,-0.30061254497,100.37366780431,
A003 ,M0018,-0.30061254497,100.37366780431,
C001 ,M0018,-0.30061254497,100.37366780431,
17   ,M0018,-0.30061254497,100.37366780431,
13   ,M0017,-0.31131324405,100.38005126620,
13   ,M0018,-0.30061254497,100.37366780431,
13   ,M0045,-0.304848,100.372008,
A003 ,M0046,-0.30061077173,100.37166903604,Turun Disini
15   ,M0046,-0.30061077173,100.37166903604,Turun Disini
A003 ,M0048,-0.31494014931,100.38727837838,Turun Disini
17   ,M0049,-0.29954878396,100.37044969165,Turun Disini
16   ,M0049,-0.29954878396,100.37044969165,Turun Disini
19   ,M0049,-0.29954878396,100.37044969165,Turun Disini
A001 ,M0049,-0.29954878396,100.37044969165,Turun Disini
A003 ,M0049,-0.29954878396,100.37044969165,Turun Disini
A004 ,M0050,-0.29662361802,100.39219034008,Turun Disini
A001 ,M0051,-0.30958386606,100.37323698732,Turun Disini
A003 ,M0051,-0.30958386606,100.37323698732,Turun Disini
A002 ,M0051,-0.30958386606,100.37323698732,Turun Disini
14   ,M0051,-0.30937535572,100.37158333206,Turun Disini
D003 ,M0051,-0.30937535572,100.37158333206,Turun Disini
C006 ,M0051,-0.30937535571,100.37158333206,Turun Disini
A004 ,M0052,-0.29694793351,100.38634003794,Turun Disini
A003 ,M0053,-0.31731493922,100.40482331335,Turun Disini
A004 ,M0054,-0.30486306932,100.39035693355,Turun Disini
A004 ,M0055,-0.30605717792,100.38835251981,Turun Disini
A004 ,M0057,-0.29882957771,100.37857399638,Turun Disini
18   ,M0057,-0.29882957771,100.37857399638,Turun Disini
15   ,M0058,-0.30895173790,100.37130132305,Turun Disini
14   ,M0058,-0.30895173790,100.37130132305,Turun Disini
19   ,M0058,-0.30895173790,100.37130132305,Turun Disini
A001 ,M0058,-0.30895173790,100.37130132305,Turun Disini
A002 ,M0058,-0.30895173790,100.37130132305,Turun Disini
A003 ,M0058,-0.30895173790,100.37130132305,Turun Disini
C006 ,M0058,-0.30895173790,100.37130132305,Turun Disini
D003 ,M0058,-0.30895173790,100.37130132305,Turun Disini
C001 ,M0059,-0.29920373446,100.36745885689,Turun Disini
14   ,M0059,-0.29920373446,100.36745885689,Turun Disini
B003 ,M0060,-0.28540524377,100.36746948763,Turun Disini
A002 ,M0061,-0.31561829375,100.39223042778,Turun Disini
A003 ,M0061,-0.31561829375,100.39223042778,Turun Disini
16   ,M0027,-0.28833998769,100.36375236342,Turun Disini
14   ,M0020,-0.32394933316,100.37923516523,
A002 ,M0022,-0.30937927046,100.40527526707,
C006 ,M0024,-0.28789944244,100.37191808056,Turun Disini
17   ,M0024,-0.28789944244,100.37191808056,Turun Disini
C001 ,M0029,-0.29719115482,100.36404818271,Turun Disini
C001 ,M0030,-0.29616727057,100.36189732229,Turun Disini
A001 ,M0031,-0.31366469411,100.38473116654,Turun Disini
A002 ,M0031,-0.31366469411,100.38473116654,Turun Disini
A003 ,M0031,-0.31366469411,100.38473116654,Turun Disini
16   ,M0032,-0.28662383942,100.36594949106,Turun Disini
19   ,M0035,-0.31940404043,100.38552593792,Turun Disini
C001 ,M0036,-0.29414355987,100.35911232259,Turun Disini
C001 ,M0037,-0.2940218932,100.3587494920,Turun Disini
15   ,M0039,-0.31688993946,100.37247926445,Turun Disini
14   ,M0040,-0.304705779734,100.36521193752,Turun Disini
C001 ,M0040,-0.304705779734,100.36521193752,Turun Disini
C006 ,M0040,-0.304705779734,100.36521193752,Turun Disini
A001 ,M0041,-0.31292739884,100.38231257525,Turun Disini
A002 ,M0041,-0.31292739884,100.38231257525,Turun Disini
A003 ,M0041,-0.31292739884,100.38231257525,Turun Disini
13   ,M0057,-0.29882957771,100.37857399638,Turun Disini
